hi	مرحبًا
we always looked down on him	كنا دائما نحتقره
we cant leave tom like this	لا يمكننا ترك توم هكذا
we have to do this every day	واجب علينا فعل ذلك يوميا
we knew tom wouldnt be late	علمنا أن توم لن يتأخر
we need to water the flowers	علينا أن نسقي الأزهار
we went on a picnic together	تنزهنا معًا
well talk about it tomorrow	سنتحدث حول ذلك غداً
were not used to doing that	ليس من عادتنا فعل ذلك
were very worried about you	قلقلنا من أجلك كثيرا
what are you concerned about	ما الذي يقلقك؟
what did the doctor tell you	ماذا أخبرك الطبيب؟
what did you do this morning	ماذا فعلت هذا الصباح؟
what do you call this flower	ماذا تُسَمّى هذه الوردة؟
what do you say to this plan	مارأيك بهذه الخطة؟
what do you want to do today	ماذا تريد أن تفعل اليوم؟
what happened in the meeting	ماذا حدث في الاجتماع؟
what happened isnt a secret	ما حدث ليس سرًّا
what led you to believe that	ما الذي جعلك تعتقد ذلك؟
what other options do i have	ما الخيارات الأخرى التي أمامي؟
what you said has no meaning	ما قلته ليس له أي معنى
whats happened to the money	ماذا حصل بالمال؟
when and where shall we meet	متى وأين سوف نلتقي؟
when did the accident happen	متى حصل الحادث؟
when shall we have the party	متى سنقيم الحفلة؟
where did you buy that dress	من أين أشتريتَ هذا الثوب؟
where did you buy that dress	من أين إشتريتِ هذا الثوب؟
which bed do you want to use	على أي سرير تريد أن تنام؟
who doesnt care about money	من لا يَهمّه المال؟
why are cows sacred in india	لماذا تعتبر الأبقار حيوانات مقدّسة في الهند؟
why cant i have my own room	لم لا يمكنني مغادرة غرفتي؟
why did you disobey my order	لم عصيت أمري؟
why did you keep it a secret	لمَ أبقيته سرًّا؟
why didnt you lock the door	لم لم تقفل الباب؟
why do you want to know that	لماذا تريد أن تعرف ذلك؟
why dont you eat vegetables	لم لا تأكل خضاراً؟
why dont you get a real job	لم لا تحصل على وظيفة حقيقية؟
why dont you just forget it	لم لا تنس الأمر؟
why dont you to relax a bit	لم لا تسترخ قليلا؟
why would we want to do that	لم سنرغب بعمل ذلك؟
you aggravated the situation	لقد أزمت الوضع
you dont need to work today	لا يتوجب عليك العمل اليوم
you had me completely fooled	لقد خدعتني تماما
you hate tourists dont you	انت تكره السياح ، أليس كذلك ؟
you have to follow the rules	عليك التقيد بالقوانين
you have to get enough sleep	عليك أن تحصل على كفايتك من النوم
you must follow school rules	يجب أن تحترم قوانين المدرسة
you must follow school rules	عليك أن تلتزم بقوانين المدرسة
you should come to australia	يجب ان تأتي إلى استراليا
you should keep your promise	يجب أن تفي بوعدك
you should obey your parents	عليك أن تطيع والديك
you shouldve started by now	كان عليك أن تكون قد بدأت الآن
you shouldnt have come here	لم يكن عليك المجيء هنا
you shouldnt have done that	لم يكن عليك فعل هذا
youre nothing but a student	أنت مجرد طالب
your condition isnt serious	حالتُُك ليست سيئة
your pencils need sharpening	تحتاج أقلامك إلى بري
thank you youre welcome	شُكْراً عَفْواً
a dolphin is a kind of mammal	الدلفين نوع من الثدييات
a good coach trains this team	يدرّب الفريق مدرّب جيّد
above all children need love	و فوق كل شيء، يحتاج الأطفال إلى الحب
actually thats why im here	في الحقيقة، هذا هو سبب وجودي هنا
all of my friends like soccer	كل أصدقائي يحبون لعب كرة القدم
all of my friends like soccer	جميع أصحابي يحبون كرة القدم
are all the passengers aboard	هل صعد كل الركاب؟
are you busy tomorrow morning	هل انت مشغول غداً صباحاً ؟
are you busy tomorrow morning	هل أنت مشغول صباح الغد ؟
are you doing that on purpose	هل تقوم بذلك عن قصد؟
are you planning to help them	هل تنوي أن تساعدهم؟
can i borrow your car tonight	هل يُمكنني استعارة سيارتك لهذه الليلة؟
can you read this text for me	هل يمكنكَ قراءة هذا النص من أجلي
can you suggest a better idea	أيمكنك أن تقترح فكرة أفضل؟
cheer him up when you see him	سلّه عندما تراه
cheer him up when you see him	أدخل البهجة عليه عندما تراه
clean the dirt off the mirror	أزل الغُبار عن المرآة
could you do me a small favor	هل يمكنك أن تقدم لي خدمة صغيرة؟
could you give me a ride home	هل بإمكانك أن توصلني لمنزلي؟
could you repeat that please	أيمكنك أن تكرر ما قلته من فضلك؟
did he learn japanese as well	هل تَعَلَمَ اليابانية أيضاً؟
did you accept his invitation	هل قبلت دعوته؟
did you do that intentionally	هل قمت بذلك عن قصد؟
did you go to the post office	هل ذهبت لمكتب البريد؟
did you play tennis yesterday	هل لعبت التنس البارحة؟
did you sleep here last night	هل نمتَ هنا الليلة الماضية؟
do i have to do it over again	أيجب علي أن أقوم بذلك مرة أخرى؟
do i have to do it right away	هل يجب أن أفعل ذلك الآن؟
do i have to do it right away	أيجب أن أقوم بذلك على الفور؟
do you come from a big family	هل عائلتك كبيرة؟
do you have a lot to do today	هل لديك الكثير لتفعله اليوم؟
do you have any advice for me	هل تريد أن تنصحني بشيء ما ؟
do you live with your parents	هل تعيش مع والدَيك؟
do you need to work on sunday	هل عليك أن تعمل يوم الأحد؟
does tom always speak for you	هل توم دائما يتكلم من أجلك؟
doing that would be dangerous	سيكون فعل ذلك خطرًا
dont forget to call your mom	لا تنس الاتصال بأمّك
dont forget to shut the gate	لا نتس إغلاق البوّابة
dont let this chance slip by	لا تدع الفرصة تفوتك
dont rely too much on others	لا تعتمد على الآخرين كثيراً
dont worry i have insurance	لا تقلق أنا لدي تأمين
driving too fast is dangerous	القيادة بسرعات عالية خطر
fasten your seat belt please	من فضلك اربط حزام الأمان
frankly speaking he is wrong	في الحقيقة، إنه مخطئ
have you ever been to america	هل سبق أن ذهبت إلى أمريكا؟
have you ever been to america	هل زرت أمريكا من قبل؟
have you ever played baseball	هل لعبت كرة القاعدة في حياتك؟
have you ever played baseball	هل جربت أن تلعب كرة القاعدة من قبل؟
have you ever seen a kangaroo	هل سبق لك أن رأيت كنغراً؟
have you finished your duties	هل أنهيت واجباتك؟
have you paid your phone bill	هل سددت فاتورة هاتفك؟
he asked for a glass of water	لقد طَلَبَ كوب من الماء
he avenged his fathers death	انتقم لموت أبيه
he came to ask us to help him	جاء ليطلب منا أن نساعده
